_source_@timestamp,_source_source_ip,_source_destination_ip,_source_source_port,symb:_source_destination_port,_source_event_duration,_source_network_bytes,_source_query,symb:_source_url_path,_source_url_port,_source_http_response_status_code,_source_http_request_method,symb:source_host_mapping,symb:destination_host_mapping
1055272177,10.0.2.15,192.168.247.59,48518.0,9090.0,602,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272177,10.0.2.15,192.168.247.59,48516.0,9090.0,1102,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272182,10.0.2.15,192.168.247.59,45048.0,9090.0,227,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272182,10.0.2.15,192.168.247.59,45046.0,9090.0,296,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272184,10.0.2.15,192.168.247.56,59134.0,8080.0,1086,1244,GET /,>,8080.0,200.0,get,user,prometheus-kube
1055272184,10.0.2.15,192.168.247.55,44578.0,3000.0,1417,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272184,10.0.2.15,192.168.247.55,44580.0,3000.0,769,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272184,10.0.2.15,192.168.247.56,59132.0,8080.0,272,250,GET /healthz,>healthz,8080.0,200.0,get,user,prometheus-kube
1055272187,10.0.2.15,192.168.247.59,45052.0,9090.0,395,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272187,10.0.2.15,192.168.247.59,45050.0,9090.0,501,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272192,10.0.2.15,192.168.247.59,35026.0,9090.0,804,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272192,10.0.2.15,192.168.247.59,35028.0,9090.0,704,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272194,10.0.2.15,192.168.247.55,41124.0,3000.0,1199,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272194,10.0.2.15,192.168.247.55,41122.0,3000.0,1021,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272194,10.0.2.15,192.168.247.56,43750.0,8080.0,404,1244,GET /,>,8080.0,200.0,get,user,prometheus-kube
1055272194,10.0.2.15,192.168.247.56,43748.0,8080.0,980,250,GET /healthz,>healthz,8080.0,200.0,get,user,prometheus-kube
1055272197,10.0.2.15,192.168.247.59,35030.0,9090.0,652,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272197,10.0.2.15,192.168.247.59,35032.0,9090.0,319,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272199,192.168.247.59,192.168.247.56,44894.0,8080.0,864,511486,GET /metrics,>metrics,8080.0,200.0,get,prometheus-kube,prometheus-kube
1055272202,10.0.2.15,192.168.247.59,47146.0,9090.0,495,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272202,10.0.2.15,192.168.247.59,47148.0,9090.0,475,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272204,10.0.2.15,192.168.247.56,51968.0,8080.0,406,1244,GET /,>,8080.0,200.0,get,user,prometheus-kube
1055272204,10.0.2.15,192.168.247.55,50222.0,3000.0,1125,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272204,10.0.2.15,192.168.247.56,51966.0,8080.0,191,250,GET /healthz,>healthz,8080.0,200.0,get,user,prometheus-kube
1055272204,10.0.2.15,192.168.247.55,50224.0,3000.0,522,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272207,10.0.2.15,192.168.247.59,47150.0,9090.0,686,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272207,10.0.2.15,192.168.247.59,47152.0,9090.0,803,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272212,10.0.2.15,192.168.247.59,52202.0,9090.0,335,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272212,10.0.2.15,192.168.247.59,52204.0,9090.0,336,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272214,10.0.2.15,192.168.247.56,49688.0,8080.0,439,250,GET /healthz,>healthz,8080.0,200.0,get,user,prometheus-kube
1055272214,10.0.2.15,192.168.247.56,49690.0,8080.0,587,1244,GET /,>,8080.0,200.0,get,user,prometheus-kube
1055272214,10.0.2.15,192.168.247.55,52334.0,3000.0,666,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272214,10.0.2.15,192.168.247.55,52336.0,3000.0,601,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272217,10.0.2.15,192.168.247.59,52208.0,9090.0,614,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272217,10.0.2.15,192.168.247.59,52206.0,9090.0,596,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272222,10.0.2.15,192.168.247.59,46818.0,9090.0,380,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272222,10.0.2.15,192.168.247.59,46816.0,9090.0,357,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272224,10.0.2.15,192.168.247.56,35604.0,8080.0,767,250,GET /healthz,>healthz,8080.0,200.0,get,user,prometheus-kube
1055272224,10.0.2.15,192.168.247.55,57382.0,3000.0,704,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272224,10.0.2.15,192.168.247.55,57384.0,3000.0,738,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272224,10.0.2.15,192.168.247.56,35606.0,8080.0,260,1244,GET /,>,8080.0,200.0,get,user,prometheus-kube
1055272227,10.0.2.15,192.168.247.59,46822.0,9090.0,427,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272227,10.0.2.15,192.168.247.59,46820.0,9090.0,682,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272229,192.168.247.59,192.168.247.56,44894.0,8080.0,411,511486,GET /metrics,>metrics,8080.0,200.0,get,prometheus-kube,prometheus-kube
1055272232,10.0.2.15,192.168.247.59,39038.0,9090.0,433,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272232,10.0.2.15,192.168.247.59,39040.0,9090.0,266,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272234,10.0.2.15,192.168.247.56,45780.0,8080.0,513,1244,GET /,>,8080.0,200.0,get,user,prometheus-kube
1055272234,10.0.2.15,192.168.247.55,42196.0,3000.0,1831,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272234,10.0.2.15,192.168.247.55,42194.0,3000.0,4110,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272234,10.0.2.15,192.168.247.56,45782.0,8080.0,413,250,GET /healthz,>healthz,8080.0,200.0,get,user,prometheus-kube
1055272237,10.0.2.15,192.168.247.59,39042.0,9090.0,752,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272237,10.0.2.15,192.168.247.59,39044.0,9090.0,943,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272242,10.0.2.15,192.168.247.59,41258.0,9090.0,662,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272242,10.0.2.15,192.168.247.59,41260.0,9090.0,694,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272244,10.0.2.15,192.168.247.56,43924.0,8080.0,609,250,GET /healthz,>healthz,8080.0,200.0,get,user,prometheus-kube
1055272244,10.0.2.15,192.168.247.56,43922.0,8080.0,1878,1244,GET /,>,8080.0,200.0,get,user,prometheus-kube
1055272244,10.0.2.15,192.168.247.55,45450.0,3000.0,1363,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272244,10.0.2.15,192.168.247.55,45452.0,3000.0,1475,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272247,10.0.2.15,192.168.247.59,41264.0,9090.0,2257,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272247,10.0.2.15,192.168.247.59,41262.0,9090.0,2171,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272252,10.0.2.15,192.168.247.59,59944.0,9090.0,953,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272252,10.0.2.15,192.168.247.59,59942.0,9090.0,1191,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272254,10.0.2.15,192.168.247.55,51034.0,3000.0,149,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272254,10.0.2.15,192.168.247.56,48626.0,8080.0,66,250,GET /healthz,>healthz,8080.0,200.0,get,user,prometheus-kube
1055272254,10.0.2.15,192.168.247.56,48624.0,8080.0,92,1244,GET /,>,8080.0,200.0,get,user,prometheus-kube
1055272254,10.0.2.15,192.168.247.55,51032.0,3000.0,295,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272257,10.0.2.15,192.168.247.59,59948.0,9090.0,463,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272257,10.0.2.15,192.168.247.59,59946.0,9090.0,451,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272259,192.168.247.59,192.168.247.56,44894.0,8080.0,287,511485,GET /metrics,>metrics,8080.0,200.0,get,prometheus-kube,prometheus-kube
1055272262,10.0.2.15,192.168.247.59,43382.0,9090.0,536,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272262,10.0.2.15,192.168.247.59,43384.0,9090.0,193,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272264,10.0.2.15,192.168.247.55,54668.0,3000.0,6820,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272264,10.0.2.15,192.168.247.56,43464.0,8080.0,397,1244,GET /,>,8080.0,200.0,get,user,prometheus-kube
1055272264,10.0.2.15,192.168.247.55,54670.0,3000.0,2384,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272264,10.0.2.15,192.168.247.56,43466.0,8080.0,378,250,GET /healthz,>healthz,8080.0,200.0,get,user,prometheus-kube
1055272267,10.0.2.15,192.168.247.59,43388.0,9090.0,1459,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272267,10.0.2.15,192.168.247.59,43386.0,9090.0,522,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272272,10.0.2.15,192.168.247.59,52828.0,9090.0,369,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272272,10.0.2.15,192.168.247.59,52830.0,9090.0,303,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272274,10.0.2.15,192.168.247.55,53280.0,3000.0,418,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272274,10.0.2.15,192.168.247.55,53278.0,3000.0,714,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272274,10.0.2.15,192.168.247.56,46108.0,8080.0,143,1244,GET /,>,8080.0,200.0,get,user,prometheus-kube
1055272274,10.0.2.15,192.168.247.56,46106.0,8080.0,392,250,GET /healthz,>healthz,8080.0,200.0,get,user,prometheus-kube
1055272277,10.0.2.15,192.168.247.59,52834.0,9090.0,414,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272277,10.0.2.15,192.168.247.59,52832.0,9090.0,431,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272282,10.0.2.15,192.168.247.59,57458.0,9090.0,263,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272282,10.0.2.15,192.168.247.59,57456.0,9090.0,302,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272284,10.0.2.15,192.168.247.55,43928.0,3000.0,1118,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272284,10.0.2.15,192.168.247.56,53058.0,8080.0,548,250,GET /healthz,>healthz,8080.0,200.0,get,user,prometheus-kube
1055272284,10.0.2.15,192.168.247.55,43926.0,3000.0,1208,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272284,10.0.2.15,192.168.247.56,53056.0,8080.0,202,1244,GET /,>,8080.0,200.0,get,user,prometheus-kube
1055272287,10.0.2.15,192.168.247.59,57460.0,9090.0,453,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272287,10.0.2.15,192.168.247.59,57462.0,9090.0,476,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272289,192.168.247.59,192.168.247.56,44894.0,8080.0,198,511486,GET /metrics,>metrics,8080.0,200.0,get,prometheus-kube,prometheus-kube
1055272292,10.0.2.15,192.168.247.59,34304.0,9090.0,1523,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272292,10.0.2.15,192.168.247.59,34302.0,9090.0,1046,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272294,10.0.2.15,192.168.247.56,55706.0,8080.0,1895,1244,GET /,>,8080.0,200.0,get,user,prometheus-kube
1055272294,10.0.2.15,192.168.247.56,55708.0,8080.0,270,250,GET /healthz,>healthz,8080.0,200.0,get,user,prometheus-kube
1055272294,10.0.2.15,192.168.247.55,47236.0,3000.0,1229,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272294,10.0.2.15,192.168.247.55,47238.0,3000.0,781,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272297,10.0.2.15,192.168.247.59,34306.0,9090.0,404,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272297,10.0.2.15,192.168.247.59,34308.0,9090.0,423,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272302,10.0.2.15,192.168.247.59,46126.0,9090.0,3726,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272302,10.0.2.15,192.168.247.59,46128.0,9090.0,3355,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272304,10.0.2.15,192.168.247.55,52404.0,3000.0,240,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272304,10.0.2.15,192.168.247.55,52406.0,3000.0,243,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272307,10.0.2.15,192.168.247.59,46132.0,9090.0,386,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272307,10.0.2.15,192.168.247.59,46130.0,9090.0,215,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272312,10.0.2.15,192.168.247.59,40326.0,9090.0,282,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272312,10.0.2.15,192.168.247.59,40328.0,9090.0,297,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272314,10.0.2.15,192.168.247.56,53304.0,8080.0,122,1244,GET /,>,8080.0,200.0,get,user,prometheus-kube
1055272314,10.0.2.15,192.168.247.56,53302.0,8080.0,146,250,GET /healthz,>healthz,8080.0,200.0,get,user,prometheus-kube
1055272314,10.0.2.15,192.168.247.55,55314.0,3000.0,299,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272314,10.0.2.15,192.168.247.55,55312.0,3000.0,390,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272317,10.0.2.15,192.168.247.59,40330.0,9090.0,164,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272317,192.168.84.140,192.168.247.16,36550.0,2878.0,7140,550,POST /report,>report,2878.0,202.0,post,api-gateway,wavefront-proxy-7956c974f8-7v7ct
1055272317,192.168.84.140,192.168.247.16,36550.0,2878.0,6688,550,POST /report,>report,2878.0,202.0,post,api-gateway,wavefront-proxy-7956c974f8-7v7ct
1055272317,192.168.84.140,10.96.12.52,36550.0,2878.0,7189,550,POST /report,>report,2878.0,202.0,post,api-gateway,wavefront-proxy
1055272317,10.0.2.15,192.168.247.59,40332.0,9090.0,291,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272319,192.168.247.59,192.168.247.56,44894.0,8080.0,154,542654,GET /metrics,>metrics,8080.0,200.0,get,prometheus-kube,prometheus-kube
1055272320,192.168.84.140,192.168.247.16,36550.0,2878.0,1198,2117,POST /report,>report,2878.0,202.0,post,api-gateway,wavefront-proxy-7956c974f8-7v7ct
1055272320,192.168.84.140,10.96.12.52,36550.0,2878.0,1231,2117,POST /report,>report,2878.0,202.0,post,api-gateway,wavefront-proxy
1055272320,192.168.84.140,192.168.247.16,36550.0,2878.0,917,2117,POST /report,>report,2878.0,202.0,post,api-gateway,wavefront-proxy-7956c974f8-7v7ct
1055272322,10.0.2.15,192.168.247.59,40078.0,9090.0,516,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272322,10.0.2.15,192.168.247.59,40080.0,9090.0,307,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272324,10.0.2.15,192.168.247.56,49434.0,8080.0,3120,1244,GET /,>,8080.0,200.0,get,user,prometheus-kube
1055272324,10.0.2.15,192.168.247.55,43010.0,3000.0,601,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272324,10.0.2.15,192.168.247.55,43012.0,3000.0,263,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272324,10.0.2.15,192.168.247.56,49432.0,8080.0,7187,250,GET /healthz,>healthz,8080.0,200.0,get,user,prometheus-kube
1055272326,10.0.2.15,192.168.84.140,38256.0,8080.0,432756,477,GET /actuator/health/readiness,>actuator>health>readiness,8080.0,200.0,get,user,api-gateway
1055272327,10.0.2.15,192.168.247.59,40086.0,9090.0,362,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272327,10.0.2.15,192.168.247.59,40084.0,9090.0,227,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272332,10.0.2.15,192.168.247.59,43572.0,9090.0,2260,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272332,10.0.2.15,192.168.247.59,43570.0,9090.0,798,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272334,10.0.2.15,192.168.247.56,45098.0,8080.0,1252,1244,GET /,>,8080.0,200.0,get,user,prometheus-kube
1055272334,10.0.2.15,192.168.247.56,45096.0,8080.0,1302,250,GET /healthz,>healthz,8080.0,200.0,get,user,prometheus-kube
1055272334,10.0.2.15,192.168.247.55,54112.0,3000.0,1111,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272334,10.0.2.15,192.168.247.55,54110.0,3000.0,1259,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272336,10.0.2.15,192.168.84.140,53182.0,8080.0,26296,477,GET /actuator/health/readiness,>actuator>health>readiness,8080.0,200.0,get,user,api-gateway
1055272337,10.0.2.15,192.168.247.59,43574.0,9090.0,370,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272337,10.0.2.15,192.168.247.59,43576.0,9090.0,277,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272342,10.0.2.15,192.168.247.59,59206.0,9090.0,230,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272342,10.0.2.15,192.168.247.59,59204.0,9090.0,279,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272344,10.0.2.15,192.168.247.55,51934.0,3000.0,599,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272344,10.0.2.15,192.168.247.55,51932.0,3000.0,410,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272346,10.0.2.15,192.168.84.140,35978.0,8080.0,9861,477,GET /actuator/health/readiness,>actuator>health>readiness,8080.0,200.0,get,user,api-gateway
1055272347,10.0.2.15,192.168.247.59,59210.0,9090.0,217,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272347,10.0.2.15,192.168.247.59,59208.0,9090.0,247,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272349,192.168.247.59,192.168.247.56,44894.0,8080.0,824,542965,GET /metrics,>metrics,8080.0,200.0,get,prometheus-kube,prometheus-kube
1055272352,10.0.2.15,192.168.247.59,54440.0,9090.0,3135,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272352,10.0.2.15,192.168.247.59,54442.0,9090.0,3582,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272354,10.0.2.15,192.168.247.55,44632.0,3000.0,886,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272354,10.0.2.15,192.168.247.55,44634.0,3000.0,527,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272354,10.0.2.15,192.168.247.56,60148.0,8080.0,284,1244,GET /,>,8080.0,200.0,get,user,prometheus-kube
1055272354,10.0.2.15,192.168.247.56,60150.0,8080.0,212,250,GET /healthz,>healthz,8080.0,200.0,get,user,prometheus-kube
1055272356,10.0.2.15,192.168.84.140,41432.0,8080.0,15039,477,GET /actuator/health/readiness,>actuator>health>readiness,8080.0,200.0,get,user,api-gateway
1055272357,10.0.2.15,192.168.247.59,54450.0,9090.0,267,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272357,10.0.2.15,192.168.247.59,54452.0,9090.0,221,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272362,10.0.2.15,192.168.247.59,34982.0,9090.0,190,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272362,10.0.2.15,192.168.247.59,34980.0,9090.0,392,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272364,10.0.2.15,192.168.247.56,33118.0,8080.0,216,1244,GET /,>,8080.0,200.0,get,user,prometheus-kube
1055272364,10.0.2.15,192.168.247.55,36142.0,3000.0,805,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272364,10.0.2.15,192.168.247.55,36144.0,3000.0,834,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272364,10.0.2.15,192.168.247.56,33120.0,8080.0,656,250,GET /healthz,>healthz,8080.0,200.0,get,user,prometheus-kube
1055272366,10.0.2.15,192.168.84.140,39832.0,8080.0,20011,477,GET /actuator/health/readiness,>actuator>health>readiness,8080.0,200.0,get,user,api-gateway
1055272367,10.0.2.15,192.168.247.59,34988.0,9090.0,383,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272367,10.0.2.15,192.168.247.59,34986.0,9090.0,358,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272371,192.168.84.140,10.96.12.52,49002.0,2878.0,1252,676,POST /report,>report,2878.0,202.0,post,api-gateway,wavefront-proxy
1055272371,192.168.84.140,192.168.247.16,49002.0,2878.0,1230,676,POST /report,>report,2878.0,202.0,post,api-gateway,wavefront-proxy-7956c974f8-7v7ct
1055272371,192.168.84.140,192.168.247.16,49002.0,2878.0,910,676,POST /report,>report,2878.0,202.0,post,api-gateway,wavefront-proxy-7956c974f8-7v7ct
1055272372,10.0.2.15,192.168.247.59,42068.0,9090.0,303,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272372,10.0.2.15,192.168.247.59,42066.0,9090.0,305,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272374,10.0.2.15,192.168.247.56,44740.0,8080.0,592,250,GET /healthz,>healthz,8080.0,200.0,get,user,prometheus-kube
1055272374,10.0.2.15,192.168.247.56,44738.0,8080.0,1040,1244,GET /,>,8080.0,200.0,get,user,prometheus-kube
1055272374,10.0.2.15,192.168.247.55,38608.0,3000.0,498,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272374,10.0.2.15,192.168.247.55,38606.0,3000.0,547,442,GET /api/health,>api>health,3000.0,200.0,get,user,grafana-server
1055272376,192.168.84.140,192.168.247.16,49002.0,2878.0,2940,1603,POST /report,>report,2878.0,202.0,post,api-gateway,wavefront-proxy-7956c974f8-7v7ct
1055272376,192.168.84.140,10.96.12.52,49002.0,2878.0,3755,1603,POST /report,>report,2878.0,202.0,post,api-gateway,wavefront-proxy
1055272376,192.168.84.140,192.168.247.16,49002.0,2878.0,3697,1603,POST /report,>report,2878.0,202.0,post,api-gateway,wavefront-proxy-7956c974f8-7v7ct
1055272376,10.0.2.15,192.168.84.140,51630.0,8080.0,20294,477,GET /actuator/health/readiness,>actuator>health>readiness,8080.0,200.0,get,user,api-gateway
1055272377,10.0.2.15,192.168.247.59,42070.0,9090.0,271,277,GET /-/ready,>->ready,9090.0,200.0,get,user,prometheus-kube
1055272377,10.0.2.15,192.168.247.59,42072.0,9090.0,173,281,GET /-/healthy,>->healthy,9090.0,200.0,get,user,prometheus-kube
1055272379,192.168.247.59,192.168.247.56,44894.0,8080.0,247,542964,GET /metrics,>metrics,8080.0,200.0,get,prometheus-kube,prometheus-kube
1055272380,192.168.84.140,192.168.247.16,49002.0,2878.0,6160,2278,POST /report,>report,2878.0,202.0,post,api-gateway,wavefront-proxy-7956c974f8-7v7ct
